"Year","Country.Code","WBL.Index","GDP","Labor.Force.Participation","Education.Levels","Wage"
2001,"CZE",73.125,132391536317.902,44.2509229625621,32.80091095,89.7878314646561
2001,"DNK",91.25,265566018347.455,46.6781183365024,70.14328003,95.304843638574
2001,"EST",63.75,14801394584.6609,48.7378561908229,72.83197021,96.2402831883594
2001,"FIN",85,201212381740.625,47.7598633341121,94.55352783,91.110887084071
2001,"FRA",86.25,2064338989662.44,45.8966507094829,55.16104889,92.0717470780418
2001,"DEU",76.875,2931769559373.65,44.4923852833624,NA,91.4755235933539
2001,"GRC",73.125,203582678509.383,38.5790832554416,63.27566147,64.21436681167
2001,"HUN",69.375,95299483590.3448,44.6390339365851,47.57978058,88.7668425549308
2001,"ISL",94.375,12335716528.3788,46.7268108960322,59.34914017,88.9889161303504
2001,"IRL",95,170876017042.921,40.8453509071857,56.06652069,91.8507356684071
2001,"ISR",78.125,184909585609.537,45.0005198352263,58.35678864,92.0236961617345
2001,"ITA",74.375,1894119928516.21,39.0955886892798,60.9029808,77.2586784892029
2001,"JPN",73.75,4002148544213.45,40.7103338249929,NA,83.7990585914858
2001,"KOR",66.25,837696366558.277,40.5496255117031,57.50342941,62.9080607768412
2001,"LVA",67.5,15970899946.7949,49.1202957539997,79.81806183,86.6566943109319
2001,"LTU",73.75,23790808932.6418,49.6256622057471,69.81630707,84.0763649058582
2001,"LUX",83.125,41610952875.9605,40.3239791282677,10.6876297,92.3495324641117
2001,"NLD",89.375,662664227345.701,43.7416030694598,54.38066101,90.2451793086268
2001,"NZL",86.875,123062801652.748,45.7095702889742,NA,84.5005410819538
2001,"NOR",88.125,310995308463.367,46.7606911880833,84.31333923,94.9890767943073
2001,"POL",66.875,286667833930.23,45.9099397080773,66.4961319,74.1890559829375
2001,"PRT",79.375,197441874156.334,45.5543134888816,NA,73.8130837483592
2001,"SVK",63.75,49901674780.841,45.7659757069687,32.2315712,93.588254292115
2001,"SVN",64.375,33021813055.4789,46.0647842622065,70.70355225,85.4970645134965
2001,"ESP",94.375,1016292009212.74,38.9522351074663,65.5563736,83.4885125799086
2001,"SWE",90.625,373752198445.95,47.5977543094901,84.35067749,94.230502265497
2001,"CHE",78.125,538186453673.233,44.8088962153331,33.74784088,85.647702142875
2001,"GBR",86.25,2351181825459.11,45.5388985438675,63.15061188,92.5746889032765
2001,"USA",83.75,13848757308000,45.8534600516744,NA,95.717300178518
2002,"AUS",81.25,925754967998.798,44.2899106926562,NA,87.3253736808636
2002,"AUT",78.75,317731815610.858,44.6880614869325,NA,88.1024405673806
2002,"BEL",75.625,378188843495.686,42.8741709990028,62.65330124,86.52444292295
2002,"CAN",97.5,1220552310131.93,46.3101267472902,67.59394073,88.4860911785065
2002,"CHL",60.625,139719269580.07,34.0094762719858,38.81118011,74.1856105668805
2002,"CZE",73.125,134395228578.688,44.0776815823631,38.58956909,89.3266847627954
2002,"DNK",91.25,266778406866.579,46.7573950967051,74.6764679,94.8296912765056
2002,"EST",63.75,15827575290.6098,48.7825358127185,78.09932709,96.3599592079194
2002,"FIN",85,204607491185.937,47.9358805613507,96.08451843,91.0141230585562
2002,"FRA",89.375,2086380974391.26,45.9209437707562,55.49982834,92.3033019382666
2002,"DEU",76.875,2925076028983.88,44.7023323500672,NA,91.7022461687243
2002,"GRC",73.125,213116734983.165,38.9307588597043,71.83149719,64.6649036193164
2002,"HUN",69.375,99817905184.6813,44.8818132534438,53.75405884,89.281147027294
2002,"ISL",94.375,12404737216.2574,46.9318640439383,67.05127716,89.4023303106655
2002,"IRL",95,180956619566.626,41.6129543914291,59.79766846,92.3544089505812
2002,"ISR",78.125,184684975515.63,45.180571924214,63.30038071,92.0195166285544
2002,"ITA",80,1899232719248.01,39.3146715077305,64.52628326,77.0385914472021
2002,"JPN",76.25,4003827945768.8,40.737309076122,NA,84.6433092802423
2002,"KOR",66.25,902409606062.147,40.5611317816774,60.80715942,63.7881005127492
2002,"LVA",67.5,17195147565.4394,49.0411604006068,84.93141937,88.6692684340742
2002,"LTU",79.375,25389512713.8207,49.2442532754159,77.30593109,82.2213231740894
2002,"LUX",83.125,42953079582.1566,40.6545333447703,NA,94.0620087111157
2002,"NLD",89.375,664292962312.29,43.8736651340629,55.99261093,90.5119600443018
2002,"NZL",86.875,128863789117.662,45.7593801570996,NA,84.893580106074
2002,"NOR",88.125,315279446109.331,47.2929811750994,87.81977081,95.7838602041037
2002,"POL",66.875,292117946677.278,45.6414984819538,70.13713837,74.6041745187915
2002,"PRT",79.375,198964002686.34,45.680038746281,NA,74.4116727133579
2002,"SVK",63.75,52105958464.3133,45.6409855567587,34.79285812,93.6620216961411
2002,"SVN",64.375,34105781630.823,46.0526573116342,79.27040863,86.974320624314
2002,"ESP",94.375,1044295489916.35,40.1135930434915,69.39700317,84.9091952758796
2002,"SWE",90.625,382265044440.179,47.6981335438908,90.62835693,94.316944349124
2002,"CHE",78.125,537792409245.141,45.1860291883402,34.8213501,85.7678960513392
2002,"GBR",86.25,2393401075136.18,45.7917062272818,68.13365173,92.5413110145228
2002,"USA",83.75,14084248131000,45.903570002811,NA,95.7883979989123
2003,"AUS",81.25,954367849882.364,44.6638795624304,NA,88.0833274222028
2003,"AUT",78.75,321358930858.678,44.6506520575354,NA,88.5484436422988
2003,"BEL",75.625,382114274583.92,43.1086280312319,64.46613312,87.257752712964
2003,"CAN",97.5,1242600185625.17,46.561012023297,NA,88.5909017096991
2003,"CHL",63.75,146318553367.333,34.9364861385289,42.24810028,73.9947664267322
2003,"CZE",73.125,138831395782.306,44.1585278625177,40.58953857,88.5425919118902
2003,"DNK",91.25,267955142394.956,46.4556093486005,79.8572998,94.27557092754
2003,"EST",66.25,17029885620.3809,48.4716566931667,81.36534119,96.4338246639031
2003,"FIN",85,208723784010.156,47.7932581731285,96.61203003,91.2620274677975
2003,"FRA",89.375,2106573536491.98,46.5042157986915,57.94725037,91.8688735309703
2003,"DEU",79.375,2909575203020.53,44.9944968443654,NA,91.7456868552476
2003,"GRC",73.125,225470734967.324,39.2498118578577,78.05113983,64.8390956831677
2003,"HUN",69.375,103884735932.983,45.2102453915465,63.47053146,89.8429940191361
2003,"ISL",94.375,12670532078.9946,46.7971017831636,77.64781189,91.4106815882812
2003,"IRL",95,186410360281.181,41.8407454775791,62.82529068,92.2173497797268
2003,"ISR",78.125,187390716950.388,45.6645651214608,62.01195908,91.9185308300282
2003,"ITA",80,1900496731808.66,39.5155545981721,68.76251221,76.757955771465
2003,"JPN",76.25,4065291729511.6,40.8229704880194,NA,85.0643389235627
2003,"KOR",66.25,930811064125.151,40.2223170620033,64.13317871,65.551131040642
2003,"LVA",70.625,18644549744.4914,49.2505909457038,89.25354004,89.0849434163366
2003,"LTU",79.375,28068588029.5523,50.1100151677187,84.97884369,82.0894434584264
2003,"LUX",86.25,44078183347.9207,41.1939982987462,13.07919025,92.6612096174078
2003,"NLD",89.375,664942855049.922,44.4209958751569,57.21110916,91.3886997583406
2003,"NZL",86.875,134957716138.705,46.1386792829385,NA,85.0441896473742
2003,"NOR",88.125,318258551203.885,47.1234781628646,94.8216095,95.6153287725282
2003,"POL",66.875,302410346199.761,45.6046118361088,71.31520844,76.3550843183188
2003,"PRT",79.375,197112600687.244,46.340488669824,NA,74.2859826330484
2003,"SVK",63.75,54636587612.3566,45.7352078590542,37.45299911,93.228551655204
2003,"SVN",80,35195471964.1441,45.6817997373892,80.49819946,88.8755771932112
2003,"ESP",94.375,1074990359309.76,40.5769447138995,71.39971161,85.6507570345962
2003,"SWE",90.625,389455236312.007,47.730404213959,97.94743347,94.577632344609
2003,"CHE",78.125,537618172697.61,45.1922548948775,38.27519989,85.2989709380205
2003,"GBR",86.25,2468849371075.25,45.6104289161027,69.47602844,92.131714734205
2003,"USA",83.75,14477988212000,46.0528382892819,NA,95.6267395067848
2004,"AUS",81.25,994683066030.821,44.5561000925583,NA,87.2463336122413
2004,"AUT",81.875,329602607197.97,45.3318993464,NA,88.4976814829985
2004,"BEL",84.375,395760365571.447,43.8189377728447,67.67340851,88.3318491100464
2004,"CAN",97.5,1281025904373.69,46.6724729793984,NA,88.7096501048537
2004,"CHL",63.75,156084225513.219,36.0045917940823,43.18257904,74.6532725418212
2004,"CZE",73.125,145406922302.962,44.0678901296999,47.57384109,89.0954518299278
2004,"DNK",91.25,275394519939.124,46.6338677376164,87.90522766,94.8433820811376
2004,"EST",69.375,18188036227.5922,49.2885187388459,83.45266724,96.3129430922294
2004,"FIN",85,217083963641.016,47.9369071407244,98.50978088,91.710243386697
2004,"FRA",89.375,2166995343999.61,46.4710646580443,59.24126053,92.2277996993216
2004,"DEU",79.375,2943395181897.32,45.0574510488632,NA,91.1820313152367
2004,"GRC",73.125,237596249633.379,39.9796401003687,87.64969635,68.3248653160149
2004,"HUN",69.375,109083772922.95,45.3397854287297,71.92225647,88.9636562524417
2004,"ISL",94.375,13659137611.5282,46.2420984090215,87.36997223,90.20672
2004,"IRL",95,199064153976.926,41.741228367765,65.53491974,92.1985219293311
2004,"ISR",78.125,196159322413.276,45.6850572066332,61.51250839,91.9656331235389
2004,"ITA",80,1928510465520.9,40.2773103653184,72.6958313,77.7934051915461
2004,"JPN",76.25,4154163710034.48,41.0825712028092,NA,85.3800716556359
2004,"KOR",66.25,979188957980.11,40.7307243610139,69.04881287,65.8179486246448
2004,"LVA",88.125,20271313106.6742,48.879341496233,94.59269714,87.2939861418963
2004,"LTU",79.375,29893618016.7512,49.4752352279615,91.51045227,84.3110437239932
2004,"LUX",86.25,45943524157.4617,42.1272255192878,NA,93.5471796983194
2004,"NLD",89.375,678350164439.719,44.6732482205254,58.86674118,90.3666001444096
2004,"NZL",89.375,140475137990.551,46.1096712016019,NA,84.4750904355915
2004,"NOR",94.375,331035320863.904,47.3069277391429,95.39771271,95.7051371545752
2004,"POL",66.875,317805438387.054,45.2744395543406,72.3196106,76.2385340437995
2004,"PRT",79.375,200638424065.227,46.3262092894422,NA,76.1645926142999
2004,"SVK",63.75,57581225947.9722,45.4753986968104,40.53712845,92.8854125960745
2004,"SVN",80,36795464999.3019,45.8445897945172,85.56788635,86.6362278166408
2004,"ESP",94.375,1108471272156.69,41.0999288271495,74.44896698,85.8805669150816
2004,"SWE",90.625,405732636290.608,47.6010653614525,101.1492615,94.4202420327187
2004,"CHE",78.125,552143052382.242,45.2751732042718,40.53773117,86.869885452002
2004,"GBR",88.75,2529531328675.57,45.8696246923653,68.74809265,92.1333282547444
2004,"USA",83.75,15035068144000,45.9775968922828,NA,95.6224509803742
2005,"AUS",81.25,1026057036344.3,44.9025133956641,NA,88.9583218290026
2005,"AUT",81.875,337250591613.85,45.6806345907196,NA,87.7421818219514
2005,"BEL",84.375,404948884226.677,44.1555811414624,69.24629974,87.7402561007157
2005,"CAN",97.5,1322152656328.7,46.6524638194712,NA,88.5076425682304
2005,"CHL",63.75,165194933110.731,36.6172574466426,49.14493179,75.2960962926599
2005,"CZE",73.125,154676655561.766,43.971952222061,52.74742889,89.6011297327543
2005,"DNK",91.25,281892753356.482,46.8229828069989,94.25998688,94.6003225636038
2005,"EST",81.875,19920093472.6082,49.8384495947777,85.86115265,96.2710749557462
2005,"FIN",85,223113056688.672,48.1705269587361,100.717247,91.530454470153
2005,"FRA",91.875,2207920477001.03,46.9373007084014,59.99689865,92.5735542386103
2005,"DEU",79.375,2969464751675.73,45.3153066274323,NA,90.5704044229526
2005,"GRC",73.125,240408215746.072,40.1266189373414,97.20596313,68.2269352877999
2005,"HUN",75.625,113768132959.824,45.6059691558354,77.3835907,89.5033494161558
2005,"ISL",94.375,14495683157.7375,46.6712598649372,92.58110046,91.2203292376536
2005,"IRL",95,210490003157.074,42.2844434651192,65.31056213,92.8740455588502
2005,"ISR",75,204428481197.204,45.8489705173451,62.86883926,91.9367583738149
2005,"ITA",80,1943213636038.87,40.342282197359,75.5002594,79.4649384110813
2005,"JPN",76.25,4229100705435.47,41.2127536130667,NA,85.8872136636457
2005,"KOR",71.25,1021377732486.55,40.914141962729,74.07740784,66.3938143035418
2005,"LVA",94.375,22625890296.7976,48.8557743966844,97.29242706,90.2155804344929
2005,"LTU",88.75,32204826567.0058,49.5890157470635,97.53855896,85.1779841620155
2005,"LUX",88.75,47084244317.1613,42.5021255575136,NA,93.1853804502707
2005,"NLD",89.375,692147557481.115,44.6453778356802,60.98900986,89.6131026561452
2005,"NZL",89.375,145185608535.714,46.3731743302194,NA,84.5117057919342
2005,"NOR",94.375,339924026041.128,47.1357775103185,95.15973663,95.5463388857313
2005,"POL",66.875,328168510412.522,45.089231492869,74.70633698,76.9171407598149
2005,"PRT",91.875,202207111084.663,46.9561591024457,NA,75.8614142604396
2005,"SVK",76.25,61315329304.8089,44.7991311745707,46.09328079,92.727090034194
2005,"SVN",88.125,38213608871.6863,45.8904729754999,96.39296722,86.8621274087175
2005,"ESP",94.375,1147835586804.09,41.4612162821273,75.08020782,85.7699745381388
2005,"SWE",90.625,417065466380.565,47.46346150935,99.70674896,94.2337333613285
2005,"CHE",78.125,567325324289.261,45.615868037683,41.96657944,86.5812863955921
2005,"GBR",88.75,2598654838739.17,45.9195420353506,68.64118195,92.1889481933638
2005,"USA",83.75,15558822251000,46.0040906394035,95.19016266,95.687561239936
2006,"AUS",81.25,1054328458936.16,45.059606072791,NA,89.031148936841
2006,"AUT",85,348276446973.261,45.8450034636029,NA,87.2373557504467
2006,"BEL",84.375,415284559325.884,44.4190769438687,70.14286041,88.1890392665725
2006,"CAN",97.5,1357030300358.29,46.8996825595376,NA,88.5993112119611
2006,"CHL",66.875,175189211413.976,36.9096955275737,49.23659897,76.0240310321718
2006,"CZE",73.125,164921158026.322,43.9279073727751,54.83317947,89.145654280141
2006,"DNK",91.25,292651155607.73,47.021798207297,91.75990295,94.2086066898663
2006,"EST",81.875,21864806615.3187,49.1512270831312,86.95822906,96.2952331625617
2006,"FIN",94.375,232081249383.594,48.1742119490748,103.105011,91.553344483025
2006,"FRA",91.875,2267844863251.48,47.0620984869194,60.26364136,92.2228340136394
2006,"DEU",79.375,3083959477633.35,45.6301035403542,NA,90.74667129842
2006,"GRC",73.125,255898673311.456,40.3162426237792,101.3905563,68.3907325160858
2006,"HUN",75.625,118257499574.879,45.4191314952,78.92584229,90.2005719868235
2006,"ISL",94.375,15411374460.634,46.003019879968,95.51506042,91.0552923362477
2006,"IRL",95,220988938640.086,42.2840461822215,65.21952057,93.2742050585466
2006,"ISR",75,215837698469.191,45.8216418532195,61.13508987,91.9873890389119
2006,"ITA",83.125,1978181374934.65,40.5143948440316,78.23403931,79.5770328032191
2006,"JPN",76.25,4287138774363.71,41.3290501005446,NA,86.9774022746433
2006,"KOR",76.25,1075146392089.85,41.1489777755819,78.90228271,67.32493858625
2006,"LVA",94.375,25527664820.9098,48.8720041859167,96.55357361,90.0623037628323
2006,"LTU",88.75,34586528018.7664,49.988713506171,100.4518585,85.1026512689763
2006,"LUX",88.75,49917169128.3586,42.8711046576567,10.42479992,93.5462562723807
2006,"NLD",89.375,716631413655.269,44.9464640285635,62.23257828,89.2364614398006
2006,"NZL",89.375,149221146114.821,46.4377519230067,NA,85.409637009193
2006,"NOR",94.375,348291164617.133,47.1415795601594,95.15985107,95.1333967920718
2006,"POL",66.875,348521872927.444,44.7883739367495,76.13253784,78.2495057402297
2006,"PRT",91.875,205493046680.564,47.0435610244327,NA,76.8290643345422
2006,"SVK",76.25,66788143655.4668,44.5110924274194,53.10300064,92.2976167340253
2006,"SVN",88.125,40471568569.7812,46.0884488526345,102.0389481,86.3075536901653
2006,"ESP",94.375,1194247575041.8,42.0304664342947,76.17263031,86.3812412522993
2006,"SWE",90.625,436567442203.266,47.4356103211369,96.8832016,94.2455584594864
2006,"CHE",78.125,590436050103.238,45.6418945775764,43.84864044,86.5015921967428
2006,"GBR",88.75,2660520859212.05,45.9818002310494,68.45662689,91.8748764887966
2006,"USA",83.75,15992063824000,45.9961195168971,NA,95.715727837076
2007,"AUS",81.25,1094111663603.91,45.1563790491853,NA,90.3453131217626
2007,"AUT",85,361424665131.865,45.8923843080997,NA,86.4790655956016
2007,"BEL",84.375,430554260439.959,44.6951728583138,69.3764267,88.4577203665276
2007,"CAN",97.5,1384848127059.22,47.0787683081536,74.25917053,88.5630640008721
2007,"CHL",71.875,184243394524.547,37.434621621392,54.93471909,76.2497129658118
2007,"CZE",75.625,173973393363.484,43.5680882196487,60.62817001,89.452608707774
2007,"DNK",91.25,295540131107.448,46.9449556936945,91.86135864,94.6880104986559
2007,"EST",81.875,23520173219.8219,48.5894609658409,86.46417236,96.1430359422216
2007,"FIN",94.375,244411266137.109,48.229874432206,105.0895081,91.7677036396588
2007,"FRA",94.375,2325232266173.56,47.3146017824157,59.31235886,92.6152042053148
2007,"DEU",81.875,3173089212221.55,45.8052275844823,NA,90.7556319795862
2007,"GRC",73.125,264872707591.747,40.3764021091089,94.88786316,69.3533849665167
2007,"HUN",75.625,118585513679.933,45.242118104161,78.54077148,90.3905802607508
2007,"ISL",94.375,16714384610.1713,45.5264198181579,95.49260712,91.0090418481348
2007,"IRL",95,232723709494.371,43.0166825335945,65.08482361,92.6187913920398
2007,"ISR",77.5,228837301916.728,45.8086030472978,65.13777924,92.0726354260347
2007,"ITA",89.375,2007108163418.51,40.5278163166367,80.48956299,79.9634792333141
2007,"JPN",76.25,4350758602409.6,41.3588617020547,NA,87.5014141833007
2007,"KOR",79.375,1137500027631.58,41.1436934543498,82.67043304,68.2863910358961
2007,"LVA",94.375,28186252981.116,48.7519394496139,95.541008,91.087633125584
2007,"LTU",88.75,38418000007.8586,49.7327058591436,100.3721771,88.3061303529933
2007,"LUX",88.75,53959794734.6914,43.2455612123866,NA,93.7854421407053
2007,"NLD",89.375,744474740611.177,45.2622903009016,63.2201004,89.3075945598154
2007,"NZL",91.875,153772257535.871,46.645451913714,NA,85.5056561739831
2007,"NOR",94.375,358440508422.031,47.3035417786727,94.80264282,95.3605480213295
2007,"POL",66.875,372083512402.176,44.7198754188916,78.23332977,79.0962008087476
2007,"PRT",91.875,210643893704.517,47.3153982840724,NA,77.1499077710229
2007,"SVK",78.75,74013706557.0379,44.6062805215282,60.69766998,91.6807695131234
2007,"SVN",88.125,43360927644.6472,45.762767493764,104.6788635,86.4723442793412
2007,"ESP",94.375,1236446314561.82,42.4336576607252,76.63957214,86.6861938308365
2007,"SWE",96.875,450646355053.726,47.4938336584208,92.51847076,94.1862476849028
2007,"CHE",83.125,613559744788.948,45.5235199571328,45.92840958,86.0759601965576
2007,"GBR",91.875,2730356339665.79,45.8821504652753,67.89215851,91.7513749965416
2007,"USA",83.75,16312522122000,46.0544135728248,NA,95.796410329282
2008,"AUS",81.25,1133349428616.57,45.2579182063383,NA,90.6629423901492
2008,"AUT",85,366677270021.069,46.1271726778059,NA,86.9162286897967
2008,"BEL",87.5,432478428732.474,44.9647953584338,69.88330841,89.2315733133729
2008,"CAN",97.5,1398632992699.8,47.0316689846622,74.73648834,88.5868294659154
2008,"CHL",71.875,191225100455.441,38.3471249821611,57.58805084,76.3157770998085
2008,"CZE",81.875,178518044738.046,43.3459885632844,65.92050171,89.3778472848826
2008,"DNK",91.25,294307201429.912,46.7904656509211,88.7312088,94.7430705948155
2008,"EST",81.875,22314690792.6965,48.7841437601693,86.0773468,96.0592926329152
2008,"FIN",94.375,246328504412.109,48.0004978044321,106.3294373,91.4415629043688
2008,"FRA",97.5,2334072134826.58,47.4226904726271,58.71416092,92.6044729629295
2008,"DEU",93.75,3201977117826.16,45.7679932648639,NA,91.1482464853475
2008,"GRC",81.875,265024939417.418,40.4580984509301,NA,69.3125080517327
2008,"HUN",78.75,119776044677.938,45.331315826708,75.5403595,90.7712940867247
2008,"ISL",94.375,17083688339.561,45.6351664367696,97.21491241,91.2654407636159
2008,"IRL",95,222288215958.446,43.469599100195,58.6846199,92.2906120198147
2008,"ISR",77.5,236356843531.581,45.7936317168096,64.09545898,92.0843369056826
2008,"ITA",89.375,1986572667525.98,41.0234002855259,79.28340912,80.6823674858241
2008,"JPN",76.25,4297492743392.06,41.5165782568599,NA,88.0592273106905
2008,"KOR",79.375,1171772731392.34,41.2249067958868,84.20021057,69.3859731892903
2008,"LVA",94.375,27231101071.3992,49.4252873563218,95.62019348,92.4932570150031
2008,"LTU",88.75,39416660356.0683,49.8099568613734,104.0337906,91.0614540848247
2008,"LUX",88.75,53797820276.3277,43.5973461980899,10.51222992,93.4431760058331
2008,"NLD",92.5,760233900008.412,45.4528827698799,64.03936768,89.0080574246204
2008,"NZL",91.875,151866196412.071,46.9050894085282,NA,85.424255327385
2008,"NOR",94.375,360167903275.809,47.3078991648291,91.52165222,95.5679944249619
2008,"POL",66.875,388394800371.402,44.6347452344476,82.4250412,79.6095548148588
2008,"PRT",91.875,211316368358.012,47.3880351662898,NA,77.3937438513998
2008,"SVK",78.75,77983340638.8351,44.6105004597702,66.5725174,91.6764733946121
2008,"SVN",88.125,44823161340.2793,46.0334336212984,105.93573,88.5454142365768
2008,"ESP",97.5,1245931907512.54,43.0146231905675,76.94931793,86.8513742433993
2008,"SWE",96.875,446486334527.751,47.4262196980587,87.92784119,94.0823022910672
2008,"CHE",85.625,630788401993.241,46.081686163044,49.49761963,86.7873498620781
2008,"GBR",91.875,2723563286863.32,45.8940730345982,66.16123199,91.8202978527207
2008,"USA",83.75,16331051067000,46.213706923006,NA,95.9224099101935
2009,"AUS",83.75,1154798699180.01,45.4155282489251,NA,89.8510705901187
2009,"AUT",85,353527252232.556,46.4835842326743,NA,87.0744311837092
2009,"BEL",87.5,424233483110.434,45.1556351573299,72.07404327,88.7155640811899
2009,"CAN",97.5,1357861634788.53,47.2638791878302,73.93302917,88.1130504643081
2009,"CHL",75,189087132634.086,38.8530786154296,61.81484985,76.5153892829494
2009,"CZE",85,169952170252.553,43.3669489255086,71.34056091,88.5986224707376
2009,"DNK",94.375,279666951279.328,47.0671259057597,87.08254242,94.3128218777855
2009,"EST",81.875,19050002368.6512,48.9976960536191,86.68031311,95.7371254968279
2009,"FIN",94.375,226434938283.203,48.3959914103776,101.73246,90.9698890992337
2009,"FRA",97.5,2268145065263.81,47.5949356975705,59.16199875,92.6591111263874
2009,"DEU",93.75,3024422218182.65,45.9231780551199,NA,91.5453704015509
2009,"GRC",85,254107830744.956,41.2485334148319,NA,69.4683806722144
2009,"HUN",78.75,111873380290.514,45.4438946939241,71.88191223,90.3820430002284
2009,"ISL",94.375,15774426999.3488,46.5694482714767,95.31112671,91.8222468632863
2009,"IRL",95,210960893742.01,44.312322689455,60.38679123,92.0122604594726
2009,"ISR",77.5,238976215685.434,46.4922058485662,67.08123779,92.0112185689452
2009,"ITA",89.375,1881181927545.97,41.0921710099884,78.97380066,81.5049926515086
2009,"JPN",76.25,4052826324007.5,41.8025220314466,NA,88.5240759215318
2009,"KOR",79.375,1181061361993.54,41.0140335426215,84.70317841,70.8369563642344
2009,"LVA",97.5,22863227308.7441,50.1420209201653,95.32369995,91.2391200402828
2009,"LTU",91.25,33567775501.6203,50.6142721321417,107.2050629,90.6376504944349
2009,"LUX",95,52055333610.1398,43.5092646706385,NA,93.3187880783797
2009,"NLD",92.5,732369119511.251,45.7062150760939,64.70136261,88.4693468392813
2009,"NZL",91.875,151787298244.391,47.1213909830052,NA,86.2371624599711
2009,"NOR",94.375,353179332437.739,47.4510271555264,91.2951889,95.1284161714246
2009,"POL",66.875,398551823849.317,44.7038291399777,85.71298981,79.9348824005221
2009,"PRT",95,204718906251.388,47.816388832221,NA,78.5212610262008
2009,"SVK",81.875,73690093822.7164,44.3063369255306,69.99600983,90.9859952148627
2009,"SVN",90.625,41420820089.9457,46.0279209626117,106.7164536,86.941520790767
2009,"ESP",97.5,1198983535253.48,43.8732999269781,79.26966095,87.393754237379
2009,"SWE",96.875,427485779310.793,47.3895458064364,87.43643188,93.7769960316738
2009,"CHE",85.625,616296829272.353,46.1904824658487,50.59318161,87.0619075506474
2009,"GBR",91.875,2597719582107.35,46.1483511277558,67.70983887,91.4470697508908
2009,"USA",83.75,15910281498000,46.4471228517735,NA,95.8469244857241
2010,"AUS",83.75,1180435002406.5,45.3334028303876,NA,90.3191510208522
2010,"AUT",91.25,359922498957.786,46.5907402810951,NA,87.0709746290357
2010,"BEL",93.75,435731531622.915,45.3605110794848,74.71832275,89.2064826007339
2010,"CAN",97.5,1399830508747.17,47.3718839928124,71.31620026,88.4501484190526
2010,"CHL",75,200151851754.47,39.3626096829434,68.75482941,74.9881334736804
2010,"CZE",88.125,174565802530.616,43.3126258433292,75.71749115,87.833764702028
2010,"DNK",97.5,284093791119.24,47.0692357863631,86.10188293,94.5873539357424
2010,"EST",88.125,19516679023.6285,49.4768238542501,86.59661865,95.6472813630464
2010,"FIN",97.5,233609048633.984,47.981965330869,102.7471237,91.0322991581459
2010,"FRA",97.5,2313515331848.51,47.689003742875,61.24570847,92.3929963276816
2010,"DEU",96.875,3149837977159.83,45.9537320436665,NA,91.569078994716
2010,"GRC",85,239639588486.45,41.8559190295993,103.9512177,68.9808003457187
2010,"HUN",78.75,113077422068.682,45.9443018587371,70.18013,90.5311989286363
2010,"ISL",94.375,15327572988.2618,47.0470194140225,100.9074936,90.0972986039766
2010,"IRL",95,214511307254.188,44.786510278773,65.4138031,91.7864670913957
2010,"ISR",77.5,252438031645.298,46.4575416681263,70.16017914,92.0075073900434
2010,"ITA",89.375,1909947188705.16,41.2759170523959,77.12496948,81.4621733036845
2010,"JPN",76.25,4218907820177.17,41.9304533855589,NA,89.0339063884591
2010,"KOR",79.375,1261430519849.42,41.1374367907852,85.18341827,72.0544410497553
2010,"LVA",97.5,22026145322.7961,50.5991167732885,88.43244934,90.5934925910693
2010,"LTU",91.25,33711176714.1949,50.7662200082485,104.5515671,91.1961481999087
2010,"LUX",95,54012829450.8633,43.6646971137676,19.28552055,93.4155430448981
2010,"NLD",95,742031413484.932,46.048199327288,67.15284729,88.5207177733011
2010,"NZL",91.875,153980049861.399,47.1695274953226,NA,86.2774005706179
2010,"NOR",96.875,355959036891.599,47.3171274705112,89.48832703,95.5911197282266
2010,"POL",73.125,411181642127.603,44.9311274930629,92.47683716,79.9165719613084
2010,"PRT",97.5,208276152143.946,48.1599560058161,NA,79.5931261597614
2010,"SVK",81.875,78694080172.9019,44.6349868403444,70.73677063,90.6110701351492
2010,"SVN",90.625,41881476527.9785,45.8359605078008,109.3654785,85.7831915366833
2010,"ESP",97.5,1200112046333.33,44.437193975796,84.45134735,87.7336764095309
2010,"SWE",96.875,452069357246.318,47.1477787829326,88.81503296,93.5580954165398
2010,"CHE",85.625,636285784211.754,45.7799598936162,52.52067947,86.9443906059064
2010,"GBR",91.875,2655734846473.69,46.1954603998295,68.32591248,90.9626338754463
2010,"USA",83.75,16339094225000,46.4596727619925,NA,95.8484574272292
2011,"AUS",83.75,1208849019421.68,45.513761391217,NA,88.8873623093782
2011,"AUT",91.25,370459114608.076,46.7914102667007,NA,87.9185789210634
2011,"BEL",100,444146182789.14,45.4208924741325,75.8973999,89.5203555252391
2011,"CAN",97.5,1443745912933.41,47.311389240167,72.51291656,88.5084560707203
2011,"CHL",75,212609096424.814,40.1952596832041,74.24906158,73.8506899501418
2011,"CZE",88.125,177659773362.468,43.5488456971913,78.23364258,87.1131530585456
2011,"DNK",97.5,287817703270.261,47.1718973513489,89.38336182,94.6607874105784
2011,"EST",91.25,21001308236.9578,49.2730294659568,87.67253876,95.4795843034812
2011,"FIN",97.5,239193227012.5,47.8086287054714,103.0838623,91.2136276585696
2011,"FRA",97.5,2369909039492.57,47.7891671981217,61.97702026,92.2169657661681
2011,"DEU",96.875,3268207907666.64,46.1320237794975,NA,91.5058080498943
2011,"GRC",88.125,215970915842.321,42.3884136861623,107.0280075,68.6018550537724
